,Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,White_win%,Black_win%,White_odds,White_Wins,Black_Wins
61,"Benoni Defense, Fianchetto Variation",black,2966,A62,2018-07-08,2302,2349,32.4,28.5,39.0,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,39.0,32.4,1.2037037037037037,1156.74,960.9839999999999
62,"Benoni Defense, Fianchetto Variation, Hastings Defense",black,341,A63,2018-07-03,2410,2446,36.7,33.7,29.6,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O Nbd7,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,29.6,36.7,0.8065395095367848,100.936,125.147
63,"Benoni Defense, Fianchetto Variation, Hastings Defense, Main Line",black,1635,A64,2018-07-06,2356,2356,40.4,29.2,30.4,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O Nbd7 10.Nd2 a6 11.a4 Re8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7', '10.Nd2', 'a6', '11.a4', 'Re8']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,30.4,40.4,0.7524752475247525,497.04,660.54
64,"Benoni Defense, Four Pawns Attack",black,408,A68,2018-06-28,2212,2220,45.1,21.3,33.6,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-O,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,33.6,45.1,0.7450110864745011,137.08800000000002,184.00799999999998
65,"Benoni Defense, Four Pawns Attack, Main Line",black,1218,A69,2018-07-06,2140,2203,29.6,23.1,47.3,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-O 9.Be2 Re8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O', '9.Be2', 'Re8']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,47.3,29.6,1.5979729729729728,576.1139999999999,360.528
66,"Benoni Defense, Franco-Sicilian Defense",white,765,A43,2018-07-07,2271,2214,43.8,28.1,28.1,1.d4 c5 2.d5 e6 3.e4,"['1.d4', 'c5', '2.d5', 'e6', '3.e4']",d4,c5,d5,e6,e4,,,,43.8,28.1,1.5587188612099643,335.07,214.965
67,"Benoni Defense, General",black,5336,A43,2018-07-09,2148,2179,39.0,26.7,34.3,1.d4 c5,"['1.d4', 'c5']",d4,c5,,,,,,,34.3,39.0,0.8794871794871794,1830.2479999999998,2081.04
68,"Benoni Defense, Hromodka System",black,2380,A57,2018-06-29,2204,2253,27.2,28.0,44.8,1.d4 Nf6 2.c4 c5 3.d5 d6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'd6']",d4,Nf6,c4,c5,d5,d6,,,44.8,27.2,1.6470588235294117,1066.24,647.36
69,"Benoni Defense, King Pawn lines",white,3272,A65,2018-07-07,2272,2230,44.5,22.2,33.3,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,44.5,33.3,1.3363363363363365,1456.04,1089.576
70,"Benoni Defense, King's Indian System",black,750,A56,2018-06-24,2251,2308,27.1,29.9,43.1,1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 g6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e5', '4.Nc3', 'd6', '5.e4', 'g6']",d4,Nf6,c4,c5,d5,e5,Nc3,d6,43.1,27.1,1.5904059040590406,323.25,203.25
71,"Benoni Defense, Knight's Tour Variation",white,1765,A61,2018-06-26,2417,2367,47.3,26.7,26.0,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Nd2,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Nd2']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,47.3,26.0,1.8192307692307692,834.845,458.9
72,"Benoni Defense, Mikenas Variation",white,223,A66,2018-06-29,2314,2254,48.0,18.8,33.2,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.e5,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.e5']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,48.0,33.2,1.4457831325301203,107.04,74.036
73,"Benoni Defense, Modern Variation",black,5208,A56,2018-07-09,2251,2285,35.0,28.8,36.2,1.d4 Nf6 2.c4 c5,"['1.d4', 'Nf6', '2.c4', 'c5']",d4,Nf6,c4,c5,,,,,36.2,35.0,1.0342857142857145,1885.296,1822.8
74,"Benoni Defense, Modern Variation",black,2404,A60,2018-07-02,2192,2233,31.0,23.9,45.0,1.d4 Nf6 2.c4 c5 3.d5 e6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6']",d4,Nf6,c4,c5,d5,e6,,,45.0,31.0,1.4516129032258065,1081.8,745.24
75,"Benoni Defense, Modern Variation, Snake Variation",black,836,A60,2018-06-27,2268,2315,39.7,21.6,38.6,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'Bd6']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,38.6,39.7,0.9722921914357683,322.696,331.89200000000005
76,"Benoni Defense, Old Benoni Defense, Clarendon Court Variation",black,521,A43,2018-06-02,2146,2188,30.7,21.5,47.8,1.d4 c5 2.d5 f5,"['1.d4', 'c5', '2.d5', 'f5']",d4,c5,d5,f5,,,,,47.8,30.7,1.5570032573289903,249.03799999999998,159.947
77,"Benoni Defense, Old Benoni",black,1327,A43,2018-07-06,2166,2201,29.1,25.8,45.1,1.d4 c5 2.d5 d6,"['1.d4', 'c5', '2.d5', 'd6']",d4,c5,d5,d6,,,,,45.1,29.1,1.5498281786941581,598.4770000000001,386.15700000000004
78,"Benoni Defense, Old Benoni, Pawn Thrust",black,1478,A44,2018-06-30,2148,2203,32.2,25.9,41.9,1.d4 c5 2.d5 e5,"['1.d4', 'c5', '2.d5', 'e5']",d4,c5,d5,e5,,,,,41.9,32.2,1.3012422360248446,619.2819999999999,475.91600000000005
79,"Benoni Defense, Old Benoni, Russian Variation",black,2534,A44,2018-07-07,2182,2243,25.6,24.1,50.3,1.d4 c5 2.d5 e5 3.e4 d6,"['1.d4', 'c5', '2.d5', 'e5', '3.e4', 'd6']",d4,c5,d5,e5,e4,d6,,,50.3,25.6,1.9648437499999998,1274.6019999999999,648.7040000000001
80,"Benoni Defense, Pawn Storm Variation",white,151,A66,2018-06-09,2227,2140,57.0,13.9,29.1,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,57.0,29.1,1.958762886597938,86.07,43.941
81,"Benoni Defense, Taimanov Variation",white,2354,A67,2018-07-08,2354,2296,49.6,20.5,29.9,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Bb5+,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Bb5+']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,49.6,29.9,1.6588628762541808,1167.584,703.8459999999999
82,"Benoni Defense, Uhlmann Variation",white,574,A61,2018-06-16,2371,2342,42.7,26.1,31.2,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bg5,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Bg5']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,42.7,31.2,1.3685897435897436,245.09800000000004,179.088
83,"Benoni Defense, Vulture Defense",black,289,A56,2018-06-23,2162,2214,31.5,21.1,47.4,1.d4 c5 2.d5 Nf6 3.c4 Ne4,"['1.d4', 'c5', '2.d5', 'Nf6', '3.c4', 'Ne4']",d4,c5,d5,Nf6,c4,Ne4,,,47.4,31.5,1.5047619047619047,136.986,91.035
84,"Benoni Defense, Weenink Variation",black,234,A56,2018-03-26,2188,2212,37.2,38.5,24.4,1.d4 Nf6 2.c4 c5 3.dxc5 e6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.dxc5', 'e6']",d4,Nf6,c4,c5,dxc5,e6,,,24.4,37.2,0.6559139784946235,57.096,87.04800000000002
85,"Bird Opening, Dutch Variation",black,7818,A03,2018-07-09,2137,2135,39.6,26.5,33.9,1.f4 d5,"['1.f4', 'd5']",f4,d5,,,,,,,33.9,39.6,0.856060606060606,2650.302,3095.928
86,"Bird Opening, From Gambit",black,738,A02,2018-07-04,2063,2066,42.5,19.1,38.4,1.f4 e5,"['1.f4', 'e5']",f4,e5,,,,,,,38.4,42.5,0.9035294117647058,283.392,313.65
87,"Bird Opening, From Gambit, Lasker Variation",black,493,A02,2018-07-07,2060,2112,36.7,20.1,43.2,1.f4 e5 2.fxe5 d6 3.exd6 Bxd6 4.Nf3 g5,"['1.f4', 'e5', '2.fxe5', 'd6', '3.exd6', 'Bxd6', '4.Nf3', 'g5']",f4,e5,fxe5,d6,exd6,Bxd6,Nf3,g5,43.2,36.7,1.1771117166212535,212.97600000000003,180.931
88,"Bird Opening, General",white,6728,A02,2018-07-07,2117,2111,34.5,24.6,40.9,1.f4,['1.f4'],f4,,,,,,,,34.5,40.9,0.8435207823960881,2321.16,2751.752
89,"Bird Opening, Lasker Variation",black,538,A03,2018-07-05,2038,2039,39.4,24.9,35.7,1.f4 d5 2.Nf3 Nf6 3.e3 c5,"['1.f4', 'd5', '2.Nf3', 'Nf6', '3.e3', 'c5']",f4,d5,Nf3,Nf6,e3,c5,,,35.7,39.4,0.9060913705583757,192.06600000000003,211.972
90,"Bishop's Opening, Berlin Defense",black,4006,C24,2018-07-06,2177,2205,27.5,28.9,43.6,1.e4 e5 2.Bc4 Nf6,"['1.e4', 'e5', '2.Bc4', 'Nf6']",e4,e5,Bc4,Nf6,,,,,43.6,27.5,1.5854545454545454,1746.616,1101.65
91,"Bishop's Opening, Blanel Gambit",black,189,C23,2010-05-19,2214,2250,31.8,36.0,32.3,1.e4 e5 2.Bc4 Nf6 3.Nc3 Nxe4,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.Nc3', 'Nxe4']",e4,e5,Bc4,Nf6,Nc3,Nxe4,,,32.3,31.8,1.0157232704402515,61.047,60.102
92,"Bishop's Opening, Boden-Kieseritsky Gambit",white,322,C27,2018-04-08,2196,2142,42.2,27.6,30.1,1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Nf3,"['1.e4', 'e5', '2.Nc3', 'Nf6', '3.Bc4', 'Nxe4', '4.Nf3']",e4,e5,Nc3,Nf6,Bc4,Nxe4,Nf3,,42.2,30.1,1.4019933554817277,135.88400000000001,96.92200000000001
93,"Bishop's Opening, Boi Variation",black,343,C20,2018-04-21,1964,1956,29.1,21.3,49.6,1.e4 e5 2.Bc4 Bc5,"['1.e4', 'e5', '2.Bc4', 'Bc5']",e4,e5,Bc4,Bc5,,,,,49.6,29.1,1.70446735395189,170.128,99.81300000000002
94,"Bishop's Opening, General",white,901,C23,2018-06-26,2115,2098,47.1,22.4,30.5,1.e4 e5 2.Bc4,"['1.e4', 'e5', '2.Bc4']",e4,e5,Bc4,,,,,,47.1,30.5,1.5442622950819673,424.371,274.805
95,"Bishop's Opening, Ponziani Gambit",white,184,C24,2018-05-05,2083,1995,59.8,14.7,25.5,1.e4 e5 2.Bc4 Nf6 3.d4,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4']",e4,e5,Bc4,Nf6,d4,,,,59.8,25.5,2.3450980392156864,110.03199999999998,46.92
96,"Bishop's Opening, Urusov Gambit",white,101,C24,2010-05-19,2184,2150,45.5,21.8,32.7,1.e4 e5 2.Bc4 Nf6 3.d4 exd4 4.Nf3,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3']",e4,e5,Bc4,Nf6,d4,exd4,Nf3,,45.5,32.7,1.3914373088685015,45.955,33.027
97,"Bishop's Opening, Urusov Gambit, Keidansky Gambit",white,125,C24,2018-05-19,2235,2170,42.4,22.4,35.2,1.e4 e5 2.Bc4 Nf6 3.d4 exd4 4.Nf3 Nxe4 5.Qxd4,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3', 'Nxe4', '5.Qxd4']",e4,e5,Bc4,Nf6,d4,exd4,Nf3,Nxe4,42.4,35.2,1.2045454545454544,53.0,44.0
98,"Bishop's Opening, Vienna Hybrid",white,3314,C28,2018-07-07,2241,2212,38.0,31.0,31.0,1.e4 e5 2.Bc4 Nf6 3.d3 Nc6 4.Nc3,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3']",e4,e5,Bc4,Nf6,d3,Nc6,Nc3,,38.0,31.0,1.2258064516129032,1259.32,1027.34
99,"Bishop's Opening, Vienna Hybrid, Hromadka Variation",white,467,C28,2018-06-27,2288,2260,37.0,35.5,27.4,1.e4 e5 2.Bc4 Nf6 3.d3 Nc6 4.Nc3 Bb4 5.Ne2,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3', 'Bb4', '5.Ne2']",e4,e5,Bc4,Nf6,d3,Nc6,Nc3,Bb4,37.0,27.4,1.3503649635036497,172.79,127.958
100,"Bishop's Opening, Vienna Hybrid, Spielmann Attack",white,1366,C26,2018-06-29,2195,2154,46.9,23.9,29.2,1.e4 e5 2.Bc4 Nf6 3.d3 Bc5 4.Nc3,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Bc5', '4.Nc3']",e4,e5,Bc4,Nf6,d3,Bc5,Nc3,,46.9,29.2,1.606164383561644,640.654,398.87199999999996
101,"Blackmar-Diemer Gambit, Declined, Langeheinecke Defense",black,122,D00,2018-06-02,2117,2126,39.3,28.7,32.0,1.d4 d5 2.e4 dxe4 3.Nc3 Nf6 4.f3 e3,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'e3']",d4,d5,e4,dxe4,Nc3,Nf6,f3,e3,32.0,39.3,0.8142493638676845,39.04,47.946
102,"Blackmar-Diemer Gambit, Euwe Defense",black,175,D00,2018-05-27,1966,2063,31.4,14.3,54.3,1.d4 d5 2.e4 dxe4 3.Nc3 Nf6 4.f3 exf3 5.Nxf3 e6,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'exf3', '5.Nxf3', 'e6']",d4,d5,e4,dxe4,Nc3,Nf6,f3,exf3,54.3,31.4,1.7292993630573248,95.025,54.95
103,"Blackmar-Diemer Gambit, Netherlands Variation",black,110,D00,2017-10-18,2237,2248,36.4,29.1,34.5,1.d4 d5 2.e4 dxe4 3.Nc3 f5,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'f5']",d4,d5,e4,dxe4,Nc3,f5,,,34.5,36.4,0.9478021978021979,37.95,40.04
104,"Blackmar-Diemer Gambit, Teichmann Variation",black,317,D00,2018-05-31,2088,2103,48.3,14.2,37.5,1.d4 d5 2.e4 dxe4 3.Nc3 Nf6 4.f3 exf3 5.Nxf3 Bg4,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'exf3', '5.Nxf3', 'Bg4']",d4,d5,e4,dxe4,Nc3,Nf6,f3,exf3,37.5,48.3,0.7763975155279503,118.875,153.111
105,"Blackmar-Diemer Gambit, Vienna Variation",black,175,D00,2018-03-10,2016,2079,36.6,16.6,46.9,1.d4 d5 2.e4 dxe4 3.Nc3 Nf6 4.f3 Bf5,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'Bf5']",d4,d5,e4,dxe4,Nc3,Nf6,f3,Bf5,46.9,36.6,1.2814207650273224,82.075,64.05
106,"Blackmar-Diemer Gambit, Von Popiel Gambit",white,120,D00,2018-01-30,2007,2080,30.8,19.2,50.0,1.d4 d5 2.e4 dxe4 3.Nc3 Nf6 4.Bg5,"['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.Bg5']",d4,d5,e4,dxe4,Nc3,Nf6,Bg5,,30.8,50.0,0.616,36.96,60.0
107,"Blumenfeld Countergambit, Accepted",black,612,E10,2018-06-30,2283,2320,35.6,20.6,43.8,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.dxe6 fxe6 6.cxb5 d5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.dxe6', 'fxe6', '6.cxb5', 'd5']",d4,Nf6,c4,e6,Nf3,c5,d5,b5,43.8,35.6,1.2303370786516852,268.056,217.872
108,"Blumenfeld Countergambit, Dus-Chotimursky Variation",white,1097,E10,2018-06-29,2385,2350,42.3,27.6,30.1,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.Bg5']",d4,Nf6,c4,e6,Nf3,c5,d5,b5,42.3,30.1,1.40531561461794,464.031,330.19700000000006
109,"Blumenfeld Countergambit, General",black,614,E10,2018-06-23,2277,2292,42.8,20.7,36.5,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5']",d4,Nf6,c4,e6,Nf3,c5,d5,b5,36.5,42.8,0.852803738317757,224.11,262.792
110,"Blumenfeld Countergambit, Spielmann Variation",black,184,E10,2018-07-02,2320,2373,29.9,29.4,40.8,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5 exd5 6.cxd5 h6,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.Bg5', 'exd5', '6.cxd5', 'h6']",d4,Nf6,c4,e6,Nf3,c5,d5,b5,40.8,29.9,1.3645484949832776,75.072,55.01599999999999
111,"Bogo-Indian Defense, Exchange Variation",black,1738,E11,2018-07-01,2222,2273,15.5,46.9,37.6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Bxd2+,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Bxd2+']",d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,Bxd2+,37.6,15.5,2.425806451612903,653.488,269.39
112,"Bogo-Indian Defense, Grünfeld Variation",white,8285,E11,2018-07-08,2431,2388,42.4,35.8,21.7,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Nbd2']",d4,Nf6,c4,e6,Nf3,Bb4+,Nbd2,,42.4,21.7,1.9539170506912442,3512.84,1797.845
113,"Bogo-Indian Defense, Nimzowitsch Variation",black,7509,E11,2018-07-07,2260,2290,25.8,40.2,34.0,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Qe7']",d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,Qe7,34.0,25.8,1.317829457364341,2553.06,1937.3220000000001
114,"Bogo-Indian Defense, Retreat Variation",black,252,E11,2018-06-24,2067,2093,30.2,26.2,43.6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Be7,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Be7']",d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,Be7,43.6,30.2,1.4437086092715232,109.87200000000001,76.104
115,"Bogo-Indian Defense, Vitolinsh Variation",black,2359,E11,2018-07-08,2328,2370,26.2,43.1,30.7,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 c5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'c5']",d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,c5,30.7,26.2,1.1717557251908397,724.2130000000001,618.058
116,"Bogo-Indian Defense, Wade-Smyslov Variation",black,2654,E11,2018-07-07,2335,2381,30.3,39.5,30.3,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 a5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'a5']",d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,a5,30.3,30.3,1.0,804.1619999999999,804.1619999999999
117,"Budapest Defense, Adler Variation",white,2877,A52,2018-07-08,2145,2123,42.9,26.2,30.9,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Nf3,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.Nf3']",d4,Nf6,c4,e5,dxe5,Ng4,Nf3,,42.9,30.9,1.3883495145631068,1234.233,888.993
118,"Budapest Defense, Alekhine Variation",white,355,A52,2018-05-20,2214,2162,53.0,19.7,27.3,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.e4']",d4,Nf6,c4,e5,dxe5,Ng4,e4,,53.0,27.3,1.9413919413919414,188.15,96.915
119,"Budapest Defense, Alekhine Variation, Abonyi Variation",black,304,A52,2018-05-21,2179,2198,32.9,19.1,48.0,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Nec6,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.e4', 'Nxe5', '5.f4', 'Nec6']",d4,Nf6,c4,e5,dxe5,Ng4,e4,Nxe5,48.0,32.9,1.458966565349544,145.92,100.016
120,"Budapest Defense, Fajarowicz Variation",black,992,A51,2018-06-16,2093,2142,24.6,24.9,50.5,1.d4 Nf6 2.c4 e5 3.dxe5 Ne4,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ne4']",d4,Nf6,c4,e5,dxe5,Ne4,,,50.5,24.6,2.0528455284552845,500.96,244.032
121,"Budapest Defense, General",black,727,A52,2018-07-06,2077,2121,24.9,22.0,53.1,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4']",d4,Nf6,c4,e5,dxe5,Ng4,,,53.1,24.9,2.132530120481928,386.03700000000003,181.023
122,"Budapest Defense, Rubinstein Variation",white,2522,A52,2018-07-08,2266,2217,50.0,29.5,20.5,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4,"['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.Bf4']",d4,Nf6,c4,e5,dxe5,Ng4,Bf4,,50.0,20.5,2.4390243902439024,1261.0,517.01
123,"Caro-Kann Defense, Accelerated Panov Attack",white,644,B10,2018-06-27,2245,2211,48.6,24.4,27.0,1.e4 c6 2.c4,"['1.e4', 'c6', '2.c4']",e4,c6,c4,,,,,,48.6,27.0,1.8,312.98400000000004,173.88
124,"Caro-Kann Defense, Accelerated Panov Attack",black,936,B10,2018-06-29,2045,2082,20.6,26.3,53.1,1.e4 c6 2.c4 d5,"['1.e4', 'c6', '2.c4', 'd5']",e4,c6,c4,d5,,,,,53.1,20.6,2.5776699029126213,497.01599999999996,192.81600000000003
125,"Caro-Kann Defense, Accelerated Panov Attack, Modern Variation",black,4671,B10,2018-07-07,2265,2290,24.9,35.6,39.6,1.e4 c6 2.c4 d5 3.exd5 cxd5 4.cxd5 Nf6,"['1.e4', 'c6', '2.c4', 'd5', '3.exd5', 'cxd5', '4.cxd5', 'Nf6']",e4,c6,c4,d5,exd5,cxd5,cxd5,Nf6,39.6,24.9,1.5903614457831328,1849.7160000000001,1163.079
126,"Caro-Kann Defense, Accelerated Panov Attack, Open Variation",black,1419,B10,2018-07-01,2236,2294,22.6,32.8,44.6,1.e4 c6 2.c4 e5,"['1.e4', 'c6', '2.c4', 'e5']",e4,c6,c4,e5,,,,,44.6,22.6,1.9734513274336283,632.874,320.694
127,"Caro-Kann Defense, Advance Variation",white,5840,B12,2018-07-03,2253,2229,40.7,28.9,30.5,1.e4 c6 2.d4 d5 3.e5,"['1.e4', 'c6', '2.d4', 'd5', '3.e5']",e4,c6,d4,d5,e5,,,,40.7,30.5,1.3344262295081968,2376.88,1781.2
128,"Caro-Kann Defense, Advance Variation, Bayonet Attack",white,736,B12,2018-06-27,2049,2055,39.7,20.2,40.1,1.e4 c6 2.d4 d5 3.e5 Bf5 4.g4,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.g4']",e4,c6,d4,d5,e5,Bf5,g4,,39.7,40.1,0.9900249376558604,292.192,295.136
129,"Caro-Kann Defense, Advance Variation, Botvinnik-Carls Defense",black,4115,B12,2018-07-08,2206,2231,31.9,26.3,41.8,1.e4 c6 2.d4 d5 3.e5 c5,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'c5']",e4,c6,d4,d5,e5,c5,,,41.8,31.9,1.3103448275862069,1720.07,1312.685
